time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,posAngX,posAngY,posAngZ
3163.0,0.21,-0.8,9.7,-0.0,0.0,0.01,15.33,10.89,-124.25,9.7351990221053,0.5729577951308232,0.0,0.0,0.0
3239.0,0.05,-2.66,13.99,0.13,0.75,0.19,15.33,9.85,-122.92,14.24072329623745,44.95072088890487,0.0,0.0,0.04354479242994235
3316.0,-0.42,1.36,9.45,-0.14,0.03,0.05,18.08,10.19,-122.92,9.55659458175348,8.689335190350878,0.5735307529259571,3.3088312668805213,0.8817820467063412
3392.0,-0.65,-2.0,9.38,-0.03,0.27,0.02,18.08,10.19,-122.92,9.612850773833951,15.607185241768338,-0.036096341093235784,3.4394656441703484,1.0995060088560529
3469.0,-0.59,-0.12,9.49,-0.02,-0.08,-0.0,19.46,10.19,-125.25,9.509079871365053,4.724731016690776,-0.16844959176845586,4.630644900247329,1.1877415093061996
3545.0,-0.64,-1.24,9.54,-0.05,0.15,0.01,19.46,10.19,-125.25,9.641514403868305,9.077358612795617,-0.2555391766283411,4.282286560807789,1.1877415093061996
3622.0,-0.64,-1.06,9.52,0.03,-0.05,-0.0,19.97,10.71,-124.75,9.60018749816898,3.3408893411844587,-0.47612792775370794,4.944052814183889,1.231859259531273
3697.0,-0.52,-0.66,9.53,-0.02,-0.04,-0.0,19.97,11.06,-123.09,9.566969217050925,2.5623451563018373,-0.3472124238492724,4.7291936410098305,1.231859259531273
3773.0,-0.79,-0.76,9.58,-0.01,-0.05,-0.01,19.97,11.06,-123.09,9.6425152320336,2.9771760352776773,-0.43430200870915764,4.55501447129006,1.231859259531273
3848.0,-1.29,-0.69,8.83,0.02,-0.65,-0.08,19.8,11.23,-123.92,8.950368707489094,37.54076139425041,-0.4772738433439692,4.340155298116002,1.1888874248964614
3923.0,1.4,0.82,9.79,0.08,-1.26,-0.1,19.8,11.23,-123.92,9.923532637120713,72.56460146255087,-0.39133017407434556,1.5469860468532324,0.8451127478179666
3999.0,1.66,-0.25,9.7,0.05,-0.27,0.04,12.05,9.68,-125.75,9.844191180589698,15.898933579045618,-0.04297183463480475,-3.9396577993195367,0.4096648235185406
4074.0,0.79,-4.79,9.1,0.02,0.2,0.04,11.54,7.78,-126.58,10.313980802774456,11.742140635356623,0.1718873385392532,-5.09989733445945,0.581552162057787
4151.0,1.25,-0.2,9.54,0.03,-0.07,-0.02,11.54,7.78,-126.58,9.623621979275786,4.511474190336548,0.2601228389893999,-4.217542329957983,0.7580231629580805
4226.0,1.32,-0.33,9.57,-0.02,0.09,0.03,12.05,6.91,-127.08,9.666240220478695,5.555031925210726,0.38903834289383543,-4.518345172401665,0.6720794936884568
4301.0,1.25,-0.96,9.6,0.01,0.09,-0.0,12.05,6.91,-127.08,9.728519928540004,5.188353502807639,0.3030946736242117,-4.131598660688359,0.8009949975928923
4378.0,0.88,-0.5,9.56,0.02,0.23,0.01,13.09,7.26,-125.75,9.613428108640539,13.240160840814099,0.3472124238492851,-3.734538908662698,0.8009949975928923
4453.0,0.88,-0.58,9.56,-0.01,-0.12,-0.01,14.46,8.29,-127.42,9.617920773223286,6.923075379495116,0.4331560931189088,-2.7461867120620256,0.8439668322277041
4530.0,0.87,-0.88,9.62,-0.03,0.04,0.0,14.46,8.29,-127.42,9.69926285858879,2.864788975654116,0.38903834289383543,-3.275599714762906,0.7998490820026307
4605.0,0.83,-1.59,9.41,0.05,-0.01,-0.0,13.09,6.91,-126.42,9.579410211490059,2.9215229778371645,0.2601228389893999,-3.1037123762236587,0.7998490820026307
4682.0,0.81,-0.82,9.5,0.01,-0.08,-0.01,14.29,7.43,-125.59,9.569665615892752,4.654731131878351,0.4807115901147667,-3.1478301264487323,0.7998490820026307
4757.0,1.51,-0.83,9.74,-0.03,-0.37,-0.03,14.29,7.43,-125.59,9.891238547320553,21.33835140648473,0.5236834247495781,-3.491604803527223,0.7568772473678194
