time,ax,ay,az,gx,gy,gz,mx,my,mz,posAngX,posAngY,posAngZ,VelocityX,VelocityY,VelocityZ,posX,posY,posZ,normAccel,normGyr
0.0,-0.0083984375,-0.018310546875,-0.4896158854166667,0.0011952718098958,8.19453486689e-05,0.0002486617476851,0.3366666754086812,-0.117333332200845,-0.5366666475931804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014546520454191744,0.002070271503594334
21.12000000104308,-0.0085774739583333,-0.0184244791666666,-0.4894205729166667,0.001198097511574,7.0642541956e-05,0.0002458360460069,0.3353333413600922,-0.1193333317836125,-0.5339999794960022,2.5244140626246065e-05,1.7306857639726436e-06,5.251736111368686e-06,-0.00017737500000876026,-0.0003867187500190994,-0.010340687500510709,0.0,0.0,0.0,0.014856620696432206,0.0020751657624680088
46.13000000268221,-0.00859375,-0.0184244791666666,-0.489404296875,0.001198097511574,6.78168402777e-05,0.0002345332392939,0.3353333413600922,-0.118666664759318,-0.5333333134651184,5.520855939267564e-05,3.4974557384079956e-06,1.1400095622404212e-05,-0.0003918976237207357,-0.0008475149740076312,-0.022581096029958767,-4.436148750509834e-06,-9.671835938611556e-06,-0.00025862059440472253,0.014884811627545042,0.0020751657624680088
85.9400000013411,-0.0085286458333333,-0.018408203125,-0.489453125,0.0011896204065393,7.91196469907e-05,0.0002373589409722,0.3320000072320302,-0.1179999977350235,-0.5333333134651184,0.0001029048213268298,6.197244149772284e-06,2.0736863878379834e-05,-0.0007340148112092105,-0.0015809934896079195,-0.04206428108789617,-2.0037593150306746e-05,-4.341140705271875e-05,-0.0011575740273270974,0.014772047903093883,0.0020604829858468106
116.3450000025332,-0.008447265625,-0.0181640625,-0.4893880208333333,0.0011896204065393,8.19453486689e-05,0.0002430103443287,0.3320000072320302,-0.1206666643420855,-0.5313333153724671,0.00013907522978907536,8.602877016618836e-06,2.795376247892253e-05,-0.0009933282877818764,-0.0021406949056454886,-0.056946103354104646,-4.2355313485997805e-05,-9.148151410613223e-05,-0.0024365384938547247,0.014631093247530067,0.0020604829858468106
147.39499999955297,-0.0084309895833333,-0.01826171875,-0.4893717447916667,0.001198097511574,7.91196469907e-05,0.0002543131510416,0.3326666752497355,-0.1213333308696746,-0.5299999793370564,0.0001760129434085753,1.1147280092543965e-05,3.549923366960444e-05,-0.0012556158854129516,-0.0027046890462163555,-0.07214160139952115,-7.319815681866472e-05,-0.0001579500909200449,-0.0042047150028299615,0.014602902316417234,0.0020751657624680088
172.19999999925494,-0.00830078125,-0.0182291666666666,-0.4890299479166666,0.0012235288266782,6.49911385995e-05,0.0002514874493634,0.3340000073115031,-0.1213333308696746,-0.5293333133061727,0.0002057317521828113,1.3109842936124699e-05,4.180747138111554e-05,-0.0014647465820250213,-0.003157670979804663,-0.0842804675289326,-0.00010434370885595878,-0.00022503990271063553,-0.005994187425523584,0.014377374867515095,0.002119214092331777
201.95000000298023,-0.0080729166666666,-0.0180989583333333,-0.4894205729166667,0.001220703125,9.32481553819e-05,0.0002486617476851,0.3353333393732706,-0.1213333308696746,-0.5306666493415833,0.00024213173478104577,1.5043329309701935e-05,4.9289223000613555e-05,-0.001711694824243444,-0.0036999886882059033,-0.09882910848127521,-0.00014791991967665977,-0.0003189806143715875,-0.008501531334823299,0.013982701831936135,0.0021143198334581024
224.08500000089407,-0.0080240885416666,-0.0180338541666666,-0.48935546875,0.001220703125,7.91196469907e-05,0.0002514874493634,0.3353333393732706,-0.122666663924853,-0.5306666493415833,0.00026915199845037416,1.710737722888576e-05,5.47933507851045e-05,-0.001890388834643268,-0.004100609130876479,-0.10966243286176462,-0.00018580828460771753,-0.0004008798639773064,-0.010689113650850152,0.013898129038597811,0.0021143198334581024
251.8800000026822,-0.0079752604166666,-0.0181966145833333,-0.489208984375,0.001198097511574,7.91196469907e-05,0.0002514874493634,0.3366666714350382,-0.1219999973972638,-0.5279999812444051,0.00030308144181193195,1.9306507817133743e-05,6.17834444406099e-05,-0.002113418375673239,-0.004601860107471224,-0.1232640681165459,-0.00023835164227000745,-0.0005148562947773506,-0.01373718097243899,0.013813556245259486,0.0020751657624680088
285.39000000059605,-0.00810546875,-0.018212890625,-0.4891927083333333,0.0012065746166087,8.19453486689e-05,0.0002571388527199,0.3353333373864491,-0.1226666644215583,-0.525333313147227,0.00034322968942227726,2.1957807187627045e-05,7.021078886825279e-05,-0.002380669352219099,-0.005211628662120762,-0.1396574611819316,-0.00030917229203440873,-0.0006690646269691111,-0.017867759894767295,0.0140390836941618,0.0020898485390892074
307.9700000025332,-0.0081705729166666,-0.0183756510416666,-0.4890299479166666,0.0012178774233217,8.75967520254e-05,0.0002486617476851,0.3320000032583872,-0.1226666644215583,-0.5259999791781108,0.00037047414426763904,2.3808133160729547e-05,7.601698416316626e-05,-0.0025636908366098005,-0.0056228757324685436,-0.1507034325370459,-0.0003629278060121277,-0.0007867432021698936,-0.02102122536852585,0.014151847418612782,0.0021094255745842537
335.964999999851,-0.008251953125,-0.018310546875,-0.4889811197916666,0.0012178774233217,9.04224537037e-05,0.0002401846426504,0.3320000032583872,-0.1239999974767367,-0.525333313147227,0.0004045686227302634,2.6260404233445666e-05,8.297826978894367e-05,-0.002792426025389967,-0.006137302083330713,-0.1643938259276613,-0.00043469833097614267,-0.0009441556082852687,-0.025240167961996234,0.01429280207417677,0.0021094255745842537
357.51500000432134,-0.0081705729166666,-0.018310546875,-0.4891276041666667,0.0012178774233217,9.04224537037e-05,0.0002486617476851,0.3333333353201548,-0.1239999974767367,-0.5266666452089945,0.00043081388120829036,2.820900811116462e-05,8.81542488391335e-05,-0.002970255615270606,-0.006531894368568818,-0.17493136906135764,-0.0004948751118357796,-0.0010764144682084815,-0.02878285491147223,0.014151847418612782,0.0021094255745842537
387.0599999986589,-0.0083333333333333,-0.01826171875,-0.4890625,0.0012037489149305,9.60738570601e-05,0.0002430103443287,0.3346666693687439,-0.1239999974767367,-0.5299999793370564,0.0004667960696734338,3.088053950532842e-05,9.550096017308174e-05,-0.003211655192047255,-0.00707287947588701,-0.18938264412369216,-0.0005826313139721308,-0.0012693992872908606,-0.033951202209399504,0.014433756729740586,0.002084954280215532
413.4800000041723,-0.0083658854166666,-0.0182942708333333,-0.4893880208333333,0.0012037489149305,8.47710503472e-05,0.0002543131510416,0.336000003417333,-0.1233333309491475,-0.5313333153724671,0.0004985991160125344,3.341881080938596e-05,0.00010192129347158582,-0.003431821858759866,-0.007555354085362695,-0.20230367537638858,-0.0006674832441637265,-0.0014562647630827913,-0.0389546916681916,0.01449013859196608,0.002084954280215532
453.6000000014901,-0.008349609375,-0.018310546875,-0.4893717447916667,0.0012122260199652,8.47710503472e-05,0.0002543131510416,0.336000003417333,-0.1206666648387908,-0.5306666493415833,0.0005468935224763173,3.681982534908825e-05,0.00011212433709069269,-0.003767461181654091,-0.008289320231146957,-0.22193792277090926,-0.0008051679371279675,-0.0017593855689672774,-0.04707111512374969,0.014461947660853418,0.0020996370568367303
483.3150000013411,-0.0083821614583333,-0.018359375,-0.4893880208333333,0.001220703125,9.88995587384e-05,0.0002769187644675,0.336000003417333,-0.1199999983112017,-0.5339999834696452,0.0005829148186594026,3.9338797110142664e-05,0.00011968125237385594,-0.004015569824230972,-0.008833418131534853,-0.23647960416732072,-0.0009171180461402575,-0.002005702719634574,-0.053666000498854186,0.01451832952307891,0.0021143198334581024
523.859999999404,-0.0083170572916666,-0.0184244791666666,-0.4894694010416666,0.0012178774233217,9.88995587384e-05,0.0002740930627893,0.3386666695276896,-0.1179999987284342,-0.5319999853769938,0.0006324082268601629,4.334867971899951e-05,0.0001309089236786543,-0.004355424560542858,-0.009577798990874289,-0.2563218414710602,-0.0010799293246559235,-0.002363853657760543,-0.06325406604936011,0.014405565798627753,0.0021094255745842537
